initial_condition,time,output,parameter,S1,ST
30_30,84,0,k4,0.014283895128753792,0.07617638458079902
30_30,84,0,k5,0.0003194425443185544,0.0016391922251235336
30_30,84,0,KS,0.017407790442952452,0.5394309282011234
30_30,84,0,KP,0.08423200660495693,0.6119992608601309
30_30,84,0,KN,-0.00027474784826932126,0.868946691963167
30_30,84,0,k-4,0.022108859524089395,0.24763758164348587
30_30,84,1,k2,0.15257896580244387,0.24292163903161398
30_30,84,1,k3,0.13403537462548892,0.20418254459118296
30_30,84,1,k4,0.18245775136691433,0.27014768341681217
30_30,84,1,k5,0.0014694088944791528,0.0028638829729139507
30_30,84,1,KS,0.14880381318171926,0.2279092941070385
30_30,84,1,KP,0.035189955118662915,0.047286857021260065
30_30,84,1,KN,0.14287526178447543,0.21829575764743472
30_30,84,1,k-4,0.019160940505827905,0.03650050209788141
30_30,84,2,k2,0.15257896580244393,0.24292163903161404
30_30,84,2,k3,0.1340353746254889,0.20418254459118299
30_30,84,2,k4,0.18245775136691433,0.27014768341681217
30_30,84,2,k5,0.0014694088944791504,0.0028638829729139502
30_30,84,2,KS,0.14880381318171926,0.22790929410703853
30_30,84,2,KP,0.035189955118662915,0.04728685702126006
30_30,84,2,KN,0.14287526178447543,0.21829575764743472
30_30,84,2,k-4,0.01916094050582791,0.0365005020978814
30_30,84,3,k2,-0.006530803142337303,0.5133098666008111
30_30,84,3,k3,0.02179641240138257,0.2728276478836712
30_30,84,3,k4,0.04084891951371704,0.09992735221831635
30_30,84,3,k5,-0.0004774778910220938,0.0016440022607713382
30_30,84,3,KS,0.020271556760762068,0.5375851411667246
30_30,84,3,KP,0.05969378163993404,0.5556050611526865
30_30,84,3,KN,0.015964970616509977,0.8478566976779243
30_30,84,3,k-4,0.009947609199729205,0.2233605001229056
30_30,85,0,k2,-0.013661714317580903,0.509505073746224
30_30,85,0,k3,0.010677765662156715,0.27397065762781403
30_30,85,0,k4,0.014249635306123764,0.07722631235062417
30_30,85,0,k5,0.00034076486824474744,0.0016460036364777662
30_30,85,0,KS,0.017675559184648748,0.551712951881054
30_30,85,0,KP,0.08357220119338678,0.6216010453355705
30_30,85,0,KN,-0.00027081975200610604,0.8804865400035352
30_30,85,0,k-4,0.021845490424126077,0.25449477530791975
30_30,85,1,k2,0.1522989728825163,0.24263224547202805
30_30,85,1,k3,0.13457446794157937,0.20489817435647556
30_30,85,1,k4,0.18294028110114724,0.27086461243937743
30_30,85,1,k5,0.0014628073198894686,0.002862418662373567
30_30,85,1,KS,0.1474167725917032,0.22631839332390097
30_30,85,1,KP,0.03496095393990678,0.047080873519425685
30_30,85,1,KN,0.14349329705251343,0.21902779305970888
30_30,85,1,k-4,0.01908002270132294,0.03644973180908361
30_30,85,2,k2,0.15229897288251631,0.24263224547202808
30_30,85,2,k3,0.13457446794157935,0.20489817435647556
30_30,85,2,k4,0.1829402811011473,0.27086461243937743
30_30,85,2,k5,0.0014628073198894745,0.0028624186623735655
30_30,85,2,KS,0.1474167725917032,0.22631839332390097
30_30,85,2,KP,0.03496095393990677,0.047080873519425685
30_30,85,2,KN,0.14349329705251349,0.21902779305970888
30_30,85,2,k-4,0.019080022701322946,0.0364497318090836
30_30,85,3,k2,-0.006385954298897341,0.49376207713195414
30_30,85,3,k3,0.021795968571462834,0.2809992471245452
30_30,85,3,k4,0.04021978811021074,0.10041431090919622
30_30,85,3,k5,-0.0004362371706669462,0.0016510801785071412
30_30,85,3,KS,0.020596983878450034,0.5491674608921395
30_30,85,3,KP,0.05951472899655935,0.5655375150144321
30_30,85,3,KN,0.0157130757478393,0.8587504655907039
30_30,85,3,k-4,0.00984272155949384,0.23019258624265163
30_30,86,0,k2,-0.013499314740945555,0.4882734579860653
30_30,86,0,k3,0.010856126713714217,0.2827972053365019
30_30,86,0,k4,0.014206129423786788,0.0782710889188592
30_30,86,0,k5,0.0003613967913649168,0.0016509932973870402
30_30,86,0,KS,0.017942259789935435,0.5640598774401093
30_30,86,0,KP,0.08290840890520974,0.6312247993190295
30_30,86,0,KN,-0.0002637564588400242,0.889933157479475
30_30,86,0,k-4,0.021580475664273985,0.2615049313172228
30_30,86,1,k2,0.15202531603132793,0.2423441660276165
30_30,86,1,k3,0.13510631705755793,0.20559086055287426
30_30,86,1,k4,0.18341840477528604,0.27157118846952927
30_30,86,1,k5,0.0014469463955445805,0.002861065158271064
30_30,86,1,KS,0.1460605476734186,0.22474615445060847
30_30,86,1,KP,0.034737556373085295,0.04687870493474598
30_30,86,1,KN,0.14410010011407534,0.2197583081771625
30_30,86,1,k-4,0.019000209675453048,0.036394967748139266
30_30,86,2,k2,0.152025316031328,0.2423441660276165
30_30,86,2,k3,0.13510631705755793,0.20559086055287426
30_30,86,2,k4,0.18341840477528604,0.27157118846952927
30_30,86,2,k5,0.0014469463955445816,0.0028610651582710632
30_30,86,2,KS,0.1460605476734186,0.22474615445060847
30_30,86,2,KP,0.03473755637308529,0.04687870493474598
30_30,86,2,KN,0.14410010011407537,0.21975830817716252
30_30,86,2,k-4,0.01900020967545304,0.03639496774813926
30_30,86,3,k2,-0.006237741172675681,0.4739133871314386
30_30,86,3,k3,0.021785283843948556,0.2892663020099085
30_30,86,3,k4,0.03959175580526172,0.1009055205536289
30_30,86,3,k5,-0.0003959793151286438,0.001656727923689312
30_30,86,3,KS,0.020909694724443123,0.5608280330294214
30_30,86,3,KP,0.05932378418744862,0.5754957831373755
30_30,86,3,KN,0.015463442589217185,0.867708765468758
30_30,86,3,k-4,0.009737029552356358,0.23717954696443372
30_30,87,0,k2,-0.013323220838896458,0.4669039625293564
30_30,87,0,k3,0.011023937170234506,0.2916822408713727
30_30,87,0,k4,0.014153978754523844,0.07930604989660604
30_30,87,0,k5,0.0003811050829773129,0.0016546734277789591
30_30,87,0,KS,0.01820313360427251,0.5764491166319586
30_30,87,0,KP,0.08223685968230807,0.6408229680319735
30_30,87,0,KN,-0.0002515843277232318,0.897323619185519
30_30,87,0,k-4,0.021314495577672055,0.26864660006278607
30_30,87,1,k2,0.15175056628257805,0.2420626004058284
30_30,87,1,k3,0.1356323508746706,0.20628537579705838
30_30,87,1,k4,0.18389001557091567,0.27227338829348097
30_30,87,1,k5,0.001428200453665453,0.0028604327983955654
30_30,87,1,KS,0.14471013005269126,0.22318550181472174
30_30,87,1,KP,0.03451211463790672,0.04667283160775427
30_30,87,1,KN,0.14470318048198735,0.22047116848925355
30_30,87,1,k-4,0.018911045027715047,0.036335749675806425
30_30,87,2,k2,0.15175056628257805,0.24206260040582836
30_30,87,2,k3,0.13563235087467057,0.20628537579705838
30_30,87,2,k4,0.18389001557091567,0.272273388293481
30_30,87,2,k5,0.0014282004536654497,0.002860432798395564
30_30,87,2,KS,0.1447101300526912,0.22318550181472172
30_30,87,2,KP,0.03451211463790671,0.04667283160775426
30_30,87,2,KN,0.14470318048198733,0.22047116848925355
30_30,87,2,k-4,0.018911045027715036,0.036335749675806425
30_30,87,3,k2,-0.006086729556566661,0.4539008668866776
30_30,87,3,k3,0.021764317150910664,0.2976072839192815
30_30,87,3,k4,0.038966002031720896,0.10139747628885218
30_30,87,3,k5,-0.00035702021906159893,0.001661163766198975
30_30,87,3,KS,0.021208597061945764,0.5725432561578672
30_30,87,3,KP,0.059119746927409615,0.5854504091346122
30_30,87,3,KN,0.01521703628642315,0.8747315131298571
30_30,87,3,k-4,0.009630814804517985,0.24430620616186127
30_30,88,0,k2,-0.013133528684137698,0.44549779837106246
30_30,88,0,k3,0.011181266801904897,0.3006234245562159
30_30,88,0,k4,0.014094619318032487,0.08033206941025506
30_30,88,0,k5,0.00039982173979681633,0.0016582113974173138
30_30,88,0,KS,0.01846036452271532,0.5888468175353992
30_30,88,0,KP,0.08156004987634159,0.6503942804582998
30_30,88,0,KN,-0.00023369034681581074,0.9026025347122362
30_30,88,0,k-4,0.021048195375666674,0.27592652629492653
30_30,88,1,k2,0.15147765195217122,0.24178376132843496
30_30,88,1,k3,0.13616237832512296,0.20696675650477944
30_30,88,1,k4,0.18435742396314145,0.27296203696054294
30_30,88,1,k5,0.0014216369816651509,0.002858862999364108
30_30,88,1,KS,0.14339530452879126,0.22168197839974932
30_30,88,1,KP,0.03429014727996543,0.04646904327337845
30_30,88,1,KN,0.14528980390896157,0.22117565238566894
30_30,88,1,k-4,0.018816807508177873,0.036273219992577065
30_30,88,2,k2,0.15147765195217125,0.241783761328435
30_30,88,2,k3,0.13616237832512298,0.20696675650477947
30_30,88,2,k4,0.1843574239631415,0.272962036960543
30_30,88,2,k5,0.001421636981665147,0.0028588629993641077
30_30,88,2,KS,0.14339530452879126,0.22168197839974935
30_30,88,2,KP,0.03429014727996541,0.04646904327337845
30_30,88,2,KN,0.1452898039089616,0.22117565238566894
30_30,88,2,k-4,0.018816807508177873,0.03627321999257705
30_30,88,3,k2,-0.0059332636255226955,0.43383416148607545
30_30,88,3,k3,0.021733247127441933,0.30601198268956703
30_30,88,3,k4,0.03834341556803355,0.10188743480783226
30_30,88,3,k5,-0.0003195458730358281,0.0016647540250018548
30_30,88,3,KS,0.021494199240109795,0.5842852208593935
30_30,88,3,KP,0.058904002814196416,0.5953878324028828
30_30,88,3,KN,0.014974626758685954,0.8797972120939792
30_30,88,3,k-4,0.009524389422006094,0.2515664836736274
30_30,89,0,k2,-0.012932343171428698,0.42419391466755585
30_30,89,0,k3,0.011330220525958412,0.3095936011521075
30_30,89,0,k4,0.014030104046350515,0.08133728816201757
30_30,89,0,k5,0.0004189804529263915,0.0016604481406132397
30_30,89,0,KS,0.018714705467263937,0.6012379734881449
30_30,89,0,KP,0.0808804262998969,0.659905448457975
30_30,89,0,KN,-0.00020878295789299755,0.905826892533522
30_30,89,0,k-4,0.02078208150577598,0.2833124447310986
30_30,89,1,k2,0.15120178232565162,0.24151349849120748
30_30,89,1,k3,0.13667462457791982,0.2076394480791828
30_30,89,1,k4,0.18482055855858812,0.2736505579549349
30_30,89,1,k5,0.0014009050874337083,0.0028576662847739583
30_30,89,1,KS,0.14208696080267902,0.2201818707330288
30_30,89,1,KP,0.034069854497432314,0.04626948652256081
30_30,89,1,KN,0.1458631149348837,0.22185697139635466
30_30,89,1,k-4,0.018716185495676257,0.036208260518928594
30_30,89,2,k2,0.15120178232565162,0.24151349849120748
30_30,89,2,k3,0.13667462457791982,0.2076394480791828
30_30,89,2,k4,0.18482055855858812,0.2736505579549349
30_30,89,2,k5,0.0014009050874336916,0.0028576662847739588
30_30,89,2,KS,0.14208696080267902,0.22018187073302883
30_30,89,2,KP,0.03406985449743229,0.04626948652256081
30_30,89,2,KN,0.14586311493488371,0.22185697139635466
30_30,89,2,k-4,0.01871618549567625,0.03620826051892858
30_30,89,3,k2,-0.005777635126968408,0.41383696089619637
30_30,89,3,k3,0.021694122375240245,0.3144604774143169
30_30,89,3,k4,0.03772545087903596,0.10236788207976434
30_30,89,3,k5,-0.00028262728949352987,0.0016670968344201036
30_30,89,3,KS,0.021767787815724474,0.5960330585299247
30_30,89,3,KP,0.058678244080485026,0.6052835894248755
30_30,89,3,KN,0.014737332635559862,0.8829353750089693
30_30,89,3,k-4,0.009418056528714185,0.2589409787616408
30_30,90,0,k2,-0.012724120392500217,0.40314040551591424
30_30,90,0,k3,0.011470795774123963,0.31856884815830305
30_30,90,0,k4,0.013960930061591338,0.08230524787270949
30_30,90,0,k5,0.00043711044960320975,0.0016604053904493265
30_30,90,0,KS,0.018969972711566117,0.6135777225996146
30_30,90,0,KP,0.08020189027111767,0.6693339242552211
30_30,90,0,KN,-0.000177999203729722,0.9070834614222563
30_30,90,0,k-4,0.020518022181969076,0.2907872936986833
30_30,90,1,k2,0.150925485547797,0.24124660822674732
30_30,90,1,k3,0.13717115496017637,0.20830225098980346
30_30,90,1,k4,0.18527209719575724,0.2743382666621793
30_30,90,1,k5,0.0013824860110483123,0.002856975967749184
30_30,90,1,KS,0.14079727970427558,0.21870526101784374
30_30,90,1,KP,0.033846452712820836,0.04606739075817503
30_30,90,1,KN,0.1464247187879769,0.2225294233462509
30_30,90,1,k-4,0.018622048231204915,0.03613871494943223
30_30,90,2,k2,0.15092548554779706,0.24124660822674734
30_30,90,2,k3,0.13717115496017637,0.20830225098980348
30_30,90,2,k4,0.18527209719575727,0.2743382666621793
30_30,90,2,k5,0.0013824860110483058,0.0028569759677491845
30_30,90,2,KS,0.1407972797042756,0.2187052610178438
30_30,90,2,KP,0.03384645271282082,0.04606739075817502
30_30,90,2,KN,0.14642471878797692,0.22252942334625087
30_30,90,2,k-4,0.0186220482312049,0.03613871494943222
30_30,90,3,k2,-0.005621629380342442,0.39402831227047924
30_30,90,3,k3,0.021647295140069217,0.3229331294836746
30_30,90,3,k4,0.03711292021646721,0.10282986420609398
30_30,90,3,k5,-0.00024704109666443425,0.0016677672895751886
30_30,90,3,KS,0.022030185441420713,0.6077549438031684
30_30,90,3,KP,0.05844429513832659,0.615114591783974
30_30,90,3,KN,0.014504867680875388,0.8841978216621106
30_30,90,3,k-4,0.009312259698462439,0.2664134414304682
30_30,91,0,k2,-0.01250904129192601,0.3823917798236974
30_30,91,0,k3,0.01160340431603562,0.327542542015428
30_30,91,0,k4,0.013886247837905171,0.08324826138316013
30_30,91,0,k5,0.00045390561502232354,0.001658945631945965
30_30,91,0,KS,0.01922146340505896,0.6258554591861547
30_30,91,0,KP,0.07952152259375822,0.6786821779224321
30_30,91,0,KN,-0.00014197539498779488,0.9063613425480394
30_30,91,0,k-4,0.02025557125036987,0.2983432277235938
30_30,91,1,k2,0.15067052187561003,0.24098556109483016
30_30,91,1,k3,0.13766113420793363,0.2089729370961615
30_30,91,1,k4,0.18571905114704784,0.2750133032964024
30_30,91,1,k5,0.0013671612306329775,0.0028569655423821647
30_30,91,1,KS,0.1395353192962226,0.2172586468484893
30_30,91,1,KP,0.03360698569610502,0.045862084278825814
30_30,91,1,KN,0.1469814475486296,0.2231989148050865
30_30,91,1,k-4,0.018521624860761875,0.03606531779311966
30_30,91,2,k2,0.1506705218756101,0.24098556109483016
30_30,91,2,k3,0.13766113420793363,0.20897293709616152
30_30,91,2,k4,0.18571905114704784,0.2750133032964024
30_30,91,2,k5,0.001367161230632979,0.0028569655423821647
30_30,91,2,KS,0.1395353192962226,0.2172586468484893
30_30,91,2,KP,0.03360698569610501,0.04586208427882581
30_30,91,2,KN,0.14698144754862966,0.2231989148050865
30_30,91,2,k-4,0.018521624860761875,0.036065317793119646
30_30,91,3,k2,-0.00546566135864386,0.37449052063412763
30_30,91,3,k3,0.02159313575314175,0.3314180801813932
30_30,91,3,k4,0.03650572975274386,0.10327625123798011
30_30,91,3,k5,-0.00021297186604082524,0.0016671324784489406
30_30,91,3,KS,0.022279853807568695,0.6194311318109215
30_30,91,3,KP,0.05820215458541893,0.6248713546719845
30_30,91,3,KN,0.014277092518605998,0.8836084900667159
30_30,91,3,k-4,0.009207240766993058,0.2739731987825005
30_30,92,0,k2,-0.012287886578951884,0.3620586943160641
30_30,92,0,k3,0.011726628446174605,0.3365018913931425
30_30,92,0,k4,0.013805709948680292,0.08416463239621998
30_30,92,0,k5,0.0004703327827827788,0.0016572214173943033
30_30,92,0,KS,0.019461036135016135,0.6380390084760414
30_30,92,0,KP,0.07884257433720347,0.6879182989851141
30_30,92,0,KN,-0.00010019779381431669,0.9037141074300176
30_30,92,0,k-4,0.01999502312247542,0.3059691034068084
30_30,92,1,k2,0.15041350184883884,0.24073757906874105
30_30,92,1,k3,0.13814846780047632,0.20962818979889208
30_30,92,1,k4,0.18615457268696087,0.2756730739474915
30_30,92,1,k5,0.0013494266337311614,0.002855254186918913
30_30,92,1,KS,0.1382798477292772,0.21583351047413077
30_30,92,1,KP,0.0333737812879454,0.04566098829570149
30_30,92,1,KN,0.14751779187400293,0.22386273237799195
30_30,92,1,k-4,0.01841164879737583,0.03598938036473072
30_30,92,2,k2,0.1504135018488389,0.24073757906874105
30_30,92,2,k3,0.13814846780047632,0.20962818979889214
30_30,92,2,k4,0.1861545726869609,0.2756730739474915
30_30,92,2,k5,0.0013494266337311653,0.002855254186918913
30_30,92,2,KS,0.13827984772927723,0.2158335104741308
30_30,92,2,KP,0.0333737812879454,0.04566098829570149
30_30,92,2,KN,0.147517791874003,0.22386273237799195
30_30,92,2,k-4,0.018411648797375838,0.035989380364730705
30_30,92,3,k2,-0.005309840481621651,0.3553159178836195
30_30,92,3,k3,0.021531136972257933,0.3398995284718733
30_30,92,3,k4,0.035904331878886586,0.103703094878176
30_30,92,3,k5,-0.0001799780201745366,0.0016656204099801755
30_30,92,3,KS,0.022514613454954778,0.631035436564633
30_30,92,3,KP,0.057952958563792845,0.6345302101457734
30_30,92,3,KN,0.014054933679578711,0.8812227076864292
30_30,92,3,k-4,0.009103066380119216,0.281605908844691
30_30,93,0,k2,-0.012060941771198846,0.3422116334997862
30_30,93,0,k3,0.011841542842999056,0.3454173993330533
30_30,93,0,k4,0.013720314439198104,0.08503923435014217
30_30,93,0,k5,0.00048455414083351173,0.0016528328779572726
30_30,93,0,KS,0.019686522081269937,0.6501020703763852
30_30,93,0,KP,0.07816189639775668,0.6970250509829194
30_30,93,0,KN,-5.615643382829857e-05,0.8992744758035317
30_30,93,0,k-4,0.019734873934886675,0.31364466243225864
30_30,93,1,k2,0.15015109813732005,0.24049138109997678
30_30,93,1,k3,0.13863505205963625,0.2102890554093293
30_30,93,1,k4,0.18658055822340758,0.2763321872692798
30_30,93,1,k5,0.0013348663691493683,0.0028555909167802336
30_30,93,1,KS,0.1370491665313251,0.2144315711686731
30_30,93,1,KP,0.03314698896346119,0.045455902494919084
30_30,93,1,KN,0.14805703321103572,0.2245218657664418
30_30,93,1,k-4,0.018299694900952387,0.03591106098007654
30_30,93,2,k2,0.1501510981373201,0.24049138109997678
30_30,93,2,k3,0.13863505205963625,0.2102890554093293
30_30,93,2,k4,0.18658055822340763,0.2763321872692799
30_30,93,2,k5,0.001334866369149367,0.0028555909167802345
30_30,93,2,KS,0.13704916653132515,0.21443157116867312
30_30,93,2,KP,0.03314698896346118,0.045455902494919084
30_30,93,2,KN,0.14805703321103572,0.22452186576644184
30_30,93,2,k-4,0.018299694900952394,0.03591106098007653
30_30,93,3,k2,-0.005153991812975549,0.3365841964694375
30_30,93,3,k3,0.021462353627000816,0.3483573161835267
30_30,93,3,k4,0.035309781076232005,0.10410259469852622
30_30,93,3,k5,-0.00014863044723899193,0.001662334812323629
30_30,93,3,KS,0.022733503794130066,0.6425427396772856
30_30,93,3,KP,0.05769586121496173,0.6440734000829197
30_30,93,3,KN,0.013837038132707955,0.8771351821787782
30_30,93,3,k-4,0.008999122820436703,0.2892945376690923
30_30,94,0,k2,-0.011829703530926869,0.32294687428041036
30_30,94,0,k3,0.011948507062455673,0.35428189330381676
30_30,94,0,k4,0.01362866559959107,0.0858707709834995
30_30,94,0,k5,0.0004990875040844914,0.0016478892334981993
30_30,94,0,KS,0.01990229204571454,0.6620148725414147
30_30,94,0,KP,0.07748808150248018,0.7059849694944824
30_30,94,0,KN,-9.54062867338212e-06,0.8931179730144477
30_30,94,0,k-4,0.019477029627816774,0.3213553750185823
30_30,94,1,k2,0.1499129617135363,0.24025717875502997
30_30,94,1,k3,0.1391247049333087,0.2109367786525478
30_30,94,1,k4,0.18703290934849479,0.27698116218902835
30_30,94,1,k5,0.0013199249467877596,0.002854363189450811
30_30,94,1,KS,0.135853048976499,0.21305924678528101
30_30,94,1,KP,0.03293444989572487,0.045256209339230274
30_30,94,1,KN,0.14859625072275673,0.2251671341507977
30_30,94,1,k-4,0.018206666477775097,0.035832628279170074
30_30,94,2,k2,0.1499129617135363,0.24025717875502997
30_30,94,2,k3,0.13912470493330872,0.21093677865254779
30_30,94,2,k4,0.18703290934849476,0.2769811621890283
30_30,94,2,k5,0.0013199249467877577,0.0028543631894508096
30_30,94,2,KS,0.135853048976499,0.213059246785281
30_30,94,2,KP,0.03293444989572486,0.04525620933923026
30_30,94,2,KN,0.14859625072275678,0.22516713415079767
30_30,94,2,k-4,0.0182066664777751,0.035832628279170047
30_30,94,3,k2,-0.004998998044095411,0.3183731816729501
30_30,94,3,k3,0.0213874861636372,0.35677912779981624
30_30,94,3,k4,0.03472145619553536,0.10447176018617271
30_30,94,3,k5,-0.0001180784873558636,0.0016580627456816552
30_30,94,3,KS,0.022938228894646088,0.6539280578187543
30_30,94,3,KP,0.057435064579512356,0.6534837641245578
30_30,94,3,KN,0.01362368498914729,0.871423867956151
30_30,94,3,k-4,0.008895866442458272,0.2970234761820387
30_30,95,0,k2,-0.011595254229759941,0.30433418081852115
30_30,95,0,k3,0.012046483655159047,0.3630768624469822
30_30,95,0,k4,0.01353200753701653,0.08665520955544172
30_30,95,0,k5,0.0005130026067831726,0.0016417235037025312
30_30,95,0,KS,0.020111589342627287,0.6737720901271802
30_30,95,0,KP,0.0768177734837998,0.7147849581495629
30_30,95,0,KN,3.9559001983928143e-05,0.8853929225515864
30_30,95,0,k-4,0.01922153583415099,0.32908491872079637
30_30,95,1,k2,0.149660984015658,0.24001815312988095
30_30,95,1,k3,0.13959261524329958,0.21156718777678749
30_30,95,1,k4,0.18747581295702262,0.27761714127000076
30_30,95,1,k5,0.001299744006554446,0.002852769616597221
30_30,95,1,KS,0.13467643526853296,0.2117016732175054
30_30,95,1,KP,0.032703575294753394,0.045058916511369625
30_30,95,1,KN,0.14911487253916225,0.22580978018657494
30_30,95,1,k-4,0.018100043399181233,0.03575092428019946
30_30,95,2,k2,0.14966098401565803,0.24001815312988092
30_30,95,2,k3,0.13959261524329955,0.21156718777678746
30_30,95,2,k4,0.18747581295702262,0.27761714127000076
30_30,95,2,k5,0.0012997440065544508,0.002852769616597221
30_30,95,2,KS,0.13467643526853296,0.2117016732175054
30_30,95,2,KP,0.03270357529475339,0.045058916511369625
30_30,95,2,KN,0.14911487253916228,0.22580978018657497
30_30,95,2,k-4,0.01810004339918124,0.03575092428019944
30_30,95,3,k2,-0.0048448463529383624,0.3007467563005467
30_30,95,3,k3,0.02130683737167824,0.3651477921745918
30_30,95,3,k4,0.034140980803415814,0.10480661400514922
30_30,95,3,k5,-8.850219854262291e-05,0.0016525610429234117
30_30,95,3,KS,0.02313023633718953,0.6651771178486322
30_30,95,3,KP,0.0571705412153933,0.6627464142709308
30_30,95,3,KN,0.013415617576351466,0.8642018289329042
30_30,95,3,k-4,0.008793589474193876,0.30477663893499457
30_30,96,0,k2,-0.01135903224031638,0.2864006271364425
30_30,96,0,k3,0.012134569272948348,0.37178864177347615
30_30,96,0,k4,0.013430442616066842,0.08738738041376691
30_30,96,0,k5,0.0005256489842324946,0.001633535473638196
30_30,96,0,KS,0.020313273217714933,0.6853456826210543
30_30,96,0,KP,0.07615102498335512,0.7234127846579795
30_30,96,0,KN,9.23668230949779e-05,0.8761366145378833
30_30,96,0,k-4,0.018967860796800413,0.3368154898968473
30_30,96,1,k2,0.14941308760677732,0.2397767029587563
30_30,96,1,k3,0.14006472407014936,0.21219234226762937
30_30,96,1,k4,0.1879015520218785,0.278246950840174
30_30,96,1,k5,0.001281185069190459,0.002852922112416429
30_30,96,1,KS,0.13351412836695664,0.21036907646924788
30_30,96,1,KP,0.03247484218112276,0.04486284217231292
30_30,96,1,KN,0.1496261597111068,0.22643683162145317
30_30,96,1,k-4,0.01799742908300224,0.035667533444475645
30_30,96,2,k2,0.14941308760677738,0.23977670295875633
30_30,96,2,k3,0.14006472407014942,0.21219234226762937
30_30,96,2,k4,0.18790155202187853,0.278246950840174
30_30,96,2,k5,0.0012811850691904555,0.0028529221124164285
30_30,96,2,KS,0.13351412836695664,0.21036907646924785
30_30,96,2,KP,0.03247484218112275,0.04486284217231292
30_30,96,2,KN,0.14962615971110685,0.2264368316214532
30_30,96,2,k-4,0.017997429083002243,0.03566753344447564
30_30,96,3,k2,-0.004692418666096861,0.28374772074659266
30_30,96,3,k3,0.02122027545435745,0.37344909567501744
30_30,96,3,k4,0.033568605033629996,0.10510281922415332
30_30,96,3,k5,-6.035197874064166e-05,0.001645565609582282
30_30,96,3,KS,0.023309649671033765,0.6762668361183489
30_30,96,3,KP,0.05690250585948312,0.6718476773948019
30_30,96,3,KN,0.01321315405441172,0.8555421899703313
30_30,96,3,k-4,0.00869215193577682,0.31253881991612453
30_30,97,0,k2,-0.011123055481471102,0.26921351428566154
30_30,97,0,k3,0.01221450680174213,0.3803925065729642
30_30,97,0,k4,0.013326304590622723,0.08806950047607985
30_30,97,0,k5,0.0005377628184607321,0.001625631768846905
30_30,97,0,KS,0.020507167415961293,0.6967114318511535
30_30,97,0,KP,0.0754904478441203,0.7318396857686993
30_30,97,0,KN,0.0001476335313308575,0.8655362951096097
30_30,97,0,k-4,0.018716522379601874,0.3445247580505392
30_30,97,1,k2,0.1491749376453849,0.2395519067012512
30_30,97,1,k3,0.14052993076755976,0.21282412119942404
30_30,97,1,k4,0.18832908056303418,0.27887621993649897
30_30,97,1,k5,0.0012647154793346055,0.0028517718374363246
30_30,97,1,KS,0.13235088230015163,0.2090636886627939
30_30,97,1,KP,0.032246017567855355,0.044656249689552716
30_30,97,1,KN,0.15013663152359735,0.22705944620823812
30_30,97,1,k-4,0.017899885449830667,0.03558105890466484
30_30,97,2,k2,0.14917493764538498,0.2395519067012513
30_30,97,2,k3,0.14052993076755982,0.21282412119942407
30_30,97,2,k4,0.18832908056303424,0.278876219936499
30_30,97,2,k5,0.001264715479334606,0.002851771837436325
30_30,97,2,KS,0.13235088230015166,0.20906368866279393
30_30,97,2,KP,0.03224601756785534,0.044656249689552716
30_30,97,2,KN,0.15013663152359744,0.22705944620823815
30_30,97,2,k-4,0.01789988544983067,0.03558105890466485
30_30,97,3,k2,-0.004542413613397379,0.2674289353558074
30_30,97,3,k3,0.021129061014344787,0.38166505518727467
30_30,97,3,k4,0.033005564120260206,0.10535978376864984
30_30,97,3,k5,-3.326164063541146e-05,0.0016380041958613243
30_30,97,3,KS,0.02347665878748767,0.687176291875761
30_30,97,3,KP,0.05663221633147641,0.6807682766771281
30_30,97,3,KN,0.013016290021988891,0.8455799829027675
30_30,97,3,k-4,0.00859157389458282,0.3202917109477671
30_30,98,0,k2,-0.010886983996833544,0.2527904063881032
30_30,98,0,k3,0.012288059439621728,0.38889158107408817
30_30,98,0,k4,0.013219285579368288,0.08869470804766132
30_30,98,0,k5,0.0005481564322921683,0.001615817142451678
30_30,98,0,KS,0.02068912001356314,0.7078573120507481
30_30,98,0,KP,0.0748424131043691,0.7400833458476722
30_30,98,0,KN,0.00020474756453664142,0.8536344857340559
30_30,98,0,k-4,0.018468198657545273,0.3522050151563098
30_30,98,1,k2,0.1489352125862333,0.23932893444198353
30_30,98,1,k3,0.14099082252635575,0.21344649073370203
30_30,98,1,k4,0.18874983885152066,0.2794950208547509
30_30,98,1,k5,0.0012422826342458136,0.00285037540816047
30_30,98,1,KS,0.13121143764392085,0.20775550663123607
30_30,98,1,KP,0.032020140282749555,0.044457444791219144
30_30,98,1,KN,0.15063771561526998,0.22767167605408384
30_30,98,1,k-4,0.017792931937588678,0.035492979257611836
30_30,98,2,k2,0.14893521258623335,0.23932893444198353
30_30,98,2,k3,0.14099082252635572,0.21344649073370206
30_30,98,2,k4,0.18874983885152066,0.27949502085475086
30_30,98,2,k5,0.001242282634245813,0.002850375408160469
30_30,98,2,KS,0.13121143764392082,0.20775550663123604
30_30,98,2,KP,0.03202014028274954,0.04445744479121914
30_30,98,2,KN,0.15063771561527,0.22767167605408387
30_30,98,2,k-4,0.017792931937588675,0.035492979257611815
30_30,98,3,k2,-0.004394594029697797,0.2518173033358
30_30,98,3,k3,0.02103419087916361,0.38978845502974696
30_30,98,3,k4,0.03245191659491135,0.1055724751316999
30_30,98,3,k5,-7.6144389162506926e-06,0.0016290044836461182
30_30,98,3,KS,0.02362989331834624,0.6978890379760813
