initial_condition,time,output,parameter,S1,ST
30_05,143,2,KP,0.01851085127534191,0.03843595660351712
30_05,143,2,KN,0.31905226278918686,0.6073868632253726
30_05,143,2,k-4,0.04225192172324795,0.1626624450911507
30_05,143,3,k2,0.07265134549617927,0.20864956357796458
30_05,143,3,k3,0.0912372432964392,0.252318894557316
30_05,143,3,k4,0.03697704897286197,0.12360315636586554
30_05,143,3,k5,-0.0006926199668413377,0.0032463600594478267
30_05,143,3,KS,0.07898550466640593,0.17389244810588536
30_05,143,3,KP,0.016478648893402555,0.3772855505492622
30_05,143,3,KN,0.07160116530349285,1.1244887354539852
30_05,143,3,k-4,0.013793085911003667,0.1614841505275277
30_05,144,0,k2,0.08050250062876285,0.21932570605889493
30_05,144,0,k3,0.06974180572370604,0.23390261147398242
30_05,144,0,k4,0.02705988022026547,0.11330635681464471
30_05,144,0,k5,-0.00019831029458494576,0.0005736925420439824
30_05,144,0,KS,0.08175028758094512,0.17770878058134307
30_05,144,0,KP,0.02363475595459129,0.4027621033234783
30_05,144,0,KN,0.04287719189819381,1.1285951915692536
30_05,144,0,k-4,0.021792573204311876,0.17210979983100855
30_05,144,1,k2,0.012146892498171321,0.08989527711897216
30_05,144,1,k3,0.1620321515701586,0.39682214189380954
30_05,144,1,k4,0.057994379048778896,0.20149493354524647
30_05,144,1,k5,0.012951141539601281,0.1790835919836849
30_05,144,1,KS,-0.008583719938032494,0.150596421460472
30_05,144,1,KP,0.018279658898501947,0.03839043124322741
30_05,144,1,KN,0.31927905565294845,0.6088356690794227
30_05,144,1,k-4,0.04211299074694377,0.16302810947690766
30_05,144,2,k2,0.012146892498171344,0.08989527711897213
30_05,144,2,k3,0.1620321515701586,0.39682214189380954
30_05,144,2,k4,0.0579943790487789,0.20149493354524647
30_05,144,2,k5,0.012951141539601274,0.17908359198368493
30_05,144,2,KS,-0.008583719938032476,0.15059642146047203
30_05,144,2,KP,0.018279658898501968,0.03839043124322742
30_05,144,2,KN,0.31927905565294856,0.6088356690794227
30_05,144,2,k-4,0.04211299074694378,0.16302810947690768
30_05,144,3,k2,0.07139208933778701,0.20725694210141857
30_05,144,3,k3,0.09065644221478392,0.25203690076108964
30_05,144,3,k4,0.036541552978331296,0.12349506713074378
30_05,144,3,k5,-0.0006932965213707073,0.0032419692122624927
30_05,144,3,KS,0.07748812088695509,0.17019389829383064
30_05,144,3,KP,0.016301906518869973,0.37672337111104637
30_05,144,3,KN,0.07089722836564177,1.1149122356602013
30_05,144,3,k-4,0.013607718485128336,0.1604413811024676
30_05,145,0,k2,0.07905048884682968,0.2176849136420668
30_05,145,0,k3,0.06935623057965505,0.2337841804934236
30_05,145,0,k4,0.02675365949293643,0.11331066824482376
30_05,145,0,k5,-0.00019977429522138304,0.0005726236909928337
30_05,145,0,KS,0.08015395159431925,0.1738383386073127
30_05,145,0,KP,0.023362365455023012,0.40186110888294774
30_05,145,0,KN,0.04246592508801672,1.1183897452082712
30_05,145,0,k-4,0.02148084234470695,0.17083018001839373
30_05,145,1,k2,0.012045654902862343,0.08983523236147119
30_05,145,1,k3,0.16183404666710083,0.3966827881935263
30_05,145,1,k4,0.05771750310833019,0.20145051901476785
30_05,145,1,k5,0.0130425937067714,0.18037471139174469
30_05,145,1,KS,-0.008594245582808975,0.15095839781434434
30_05,145,1,KP,0.018056610737050196,0.038354483168768876
30_05,145,1,KN,0.31951200283645903,0.6102862828843664
30_05,145,1,k-4,0.04197715990886602,0.163412553477618
30_05,145,2,k2,0.012045654902862373,0.08983523236147119
30_05,145,2,k3,0.16183404666710083,0.39668278819352626
30_05,145,2,k4,0.05771750310833019,0.20145051901476788
30_05,145,2,k5,0.013042593706771412,0.18037471139174469
30_05,145,2,KS,-0.008594245582808966,0.15095839781434436
30_05,145,2,KP,0.01805661073705022,0.03835448316876888
30_05,145,2,KN,0.31951200283645903,0.6102862828843666
30_05,145,2,k-4,0.04197715990886602,0.163412553477618
30_05,145,3,k2,0.07014457027761198,0.2058561687406397
30_05,145,3,k3,0.09006552598659882,0.2517064624783506
30_05,145,3,k4,0.03610511078870132,0.12337585204277896
30_05,145,3,k5,-0.0006935153994346976,0.0032371638225484533
30_05,145,3,KS,0.07601069432041373,0.1665598994979936
30_05,145,3,KP,0.016125195276084008,0.3761174347298787
30_05,145,3,KN,0.07018971739331713,1.105164599805476
30_05,145,3,k-4,0.013422274383000579,0.15937259157234665
30_05,146,0,k2,0.07761353571121972,0.2160399442226445
30_05,146,0,k3,0.06896042896095753,0.23362052627800753
30_05,146,0,k4,0.02644625898674597,0.11330104197151109
30_05,146,0,k5,-0.00020222377363355372,0.0005713587320170039
30_05,146,0,KS,0.07857961500504954,0.1700347665847404
30_05,146,0,KP,0.023090489819981234,0.40091253204689725
30_05,146,0,KN,0.04205185224417093,1.1080111235022971
30_05,146,0,k-4,0.021170155609502472,0.16952434993658833
30_05,146,1,k2,0.011949473173835783,0.089774979510504
30_05,146,1,k3,0.16163061413859006,0.3965368903709671
30_05,146,1,k4,0.05743662548191035,0.20140928082174683
30_05,146,1,k5,0.013130149168469583,0.18167904721699693
30_05,146,1,KS,-0.008607964575683365,0.1513231197929348
30_05,146,1,KP,0.01783450166751843,0.03832414082503636
30_05,146,1,KN,0.3197403589878477,0.6117463826813448
30_05,146,1,k-4,0.04184404000970754,0.16381307421512661
30_05,146,2,k2,0.011949473173835802,0.089774979510504
30_05,146,2,k3,0.16163061413859003,0.3965368903709671
30_05,146,2,k4,0.05743662548191035,0.20140928082174686
30_05,146,2,k5,0.013130149168469586,0.18167904721699693
30_05,146,2,KS,-0.008607964575683361,0.15132311979293483
30_05,146,2,KP,0.01783450166751845,0.03832414082503635
30_05,146,2,KN,0.31974035898784775,0.6117463826813448
30_05,146,2,k-4,0.04184404000970754,0.1638130742151266
30_05,146,3,k2,0.0689089703010105,0.20444797679404533
30_05,146,3,k3,0.0894641577627715,0.25133043152253426
30_05,146,3,k4,0.03566845138130775,0.12324392422725924
30_05,146,3,k5,-0.0006938658024463312,0.0032319588783727374
30_05,146,3,KS,0.074553183280013,0.1629900451536743
30_05,146,3,KP,0.01594819028549644,0.3754668576114643
30_05,146,3,KN,0.06947897022785066,1.0952571324308404
30_05,146,3,k-4,0.01323707922033567,0.1582785416318827
30_05,147,0,k2,0.0761952014339622,0.2143868306151336
30_05,147,0,k3,0.06855391187565801,0.23340745357213943
30_05,147,0,k4,0.026139607084289078,0.11327839223059977
30_05,147,0,k5,-0.00020298942350412748,0.0005701807319187788
30_05,147,0,KS,0.07702805537134726,0.1663076716356105
30_05,147,0,KP,0.02282114409550292,0.399917730254987
30_05,147,0,KN,0.04163820529379896,1.0975035766133705
30_05,147,0,k-4,0.02086196889307697,0.16819628450633847
30_05,147,1,k2,0.01185663029200013,0.08972292362159796
30_05,147,1,k3,0.16143381282090002,0.3963903807365204
30_05,147,1,k4,0.057164910161404854,0.201370904172566
30_05,147,1,k5,0.013219192786787265,0.18299796078718086
30_05,147,1,KS,-0.008623590772320094,0.15169126130211472
30_05,147,1,KP,0.017609314645787345,0.03829797450711216
30_05,147,1,KN,0.31996057825839364,0.6131896298151086
30_05,147,1,k-4,0.04171449454613484,0.1642304370248603
30_05,147,2,k2,0.011856630292000153,0.08972292362159795
30_05,147,2,k3,0.16143381282090002,0.39639038073652044
30_05,147,2,k4,0.057164910161404854,0.201370904172566
30_05,147,2,k5,0.013219192786787277,0.1829979607871809
30_05,147,2,KS,-0.008623590772320097,0.15169126130211472
30_05,147,2,KP,0.01760931464578737,0.03829797450711217
30_05,147,2,KN,0.31996057825839364,0.6131896298151086
30_05,147,2,k-4,0.04171449454613484,0.16423043702486026
30_05,147,3,k2,0.067686869585095,0.20303119632483388
30_05,147,3,k3,0.08885238137018306,0.25090807602870147
30_05,147,3,k4,0.03523211351211094,0.12309994615654316
30_05,147,3,k5,-0.0006935484657778756,0.003226452732944785
30_05,147,3,KS,0.07311588141977177,0.1594886154308699
30_05,147,3,KP,0.0157716324463254,0.37477316312911707
30_05,147,3,KN,0.06876647212983336,1.0852117907749756
30_05,147,3,k-4,0.01305256206142828,0.15716112525617282
30_05,148,0,k2,0.07479214791875001,0.21272990278152434
30_05,148,0,k3,0.06813771883966199,0.23314600189519288
30_05,148,0,k4,0.02583179913034078,0.11323959095067694
30_05,148,0,k5,-0.0002047215314115448,0.0005686997320837241
30_05,148,0,KS,0.0754980247417828,0.16265210363196497
30_05,148,0,KP,0.022551768952740994,0.3988788273770786
30_05,148,0,KN,0.041221337433964694,1.0868575584734697
30_05,148,0,k-4,0.020554076414242593,0.16684494071842473
30_05,148,1,k2,0.01176090802215761,0.08966860576727
30_05,148,1,k3,0.16123091565882702,0.39624276555586474
30_05,148,1,k4,0.056887950179949,0.20133826991252768
30_05,148,1,k5,0.013310393395916357,0.18433452011837234
30_05,148,1,KS,-0.008636846201787682,0.15206178814260762
30_05,148,1,KP,0.01738570475069608,0.038278506565361956
30_05,148,1,KN,0.3201750838531238,0.6146344151928014
30_05,148,1,k-4,0.04158452250215088,0.16466473771881424
30_05,148,2,k2,0.011760908022157629,0.08966860576727001
30_05,148,2,k3,0.16123091565882702,0.39624276555586474
30_05,148,2,k4,0.056887950179949,0.2013382699125277
30_05,148,2,k5,0.013310393395916362,0.1843345201183724
30_05,148,2,KS,-0.008636846201787675,0.15206178814260762
30_05,148,2,KP,0.0173857047506961,0.03827850656536196
30_05,148,2,KN,0.3201750838531239,0.6146344151928014
30_05,148,2,k-4,0.04158452250215091,0.16466473771881426
30_05,148,3,k2,0.06647718910890824,0.20160729751829226
30_05,148,3,k3,0.088231043367873,0.25043967749720913
30_05,148,3,k4,0.03479589682131232,0.12294266404823542
30_05,148,3,k5,-0.0006933808174870426,0.003220512743011802
30_05,148,3,KS,0.07169833300774424,0.15605470977733532
30_05,148,3,KP,0.015594887375230076,0.37403741340970187
30_05,148,3,KN,0.06805124986462721,1.0750335225285088
30_05,148,3,k-4,0.012868141404786876,0.1560212543353347
30_05,149,0,k2,0.07340350255046531,0.21106582227718115
30_05,149,0,k3,0.06771469798353293,0.2328340164303828
30_05,149,0,k4,0.02552338054251383,0.11318852838002394
30_05,149,0,k5,-0.00020593510199931944,0.0005672590483907364
30_05,149,0,KS,0.07399100469427883,0.15906897858444125
30_05,149,0,KP,0.022281888198981074,0.39779259713754295
30_05,149,0,KN,0.04080153732623948,1.0760802550383408
30_05,149,0,k-4,0.020247674685007083,0.16547224194296792
30_05,149,1,k2,0.011668109852059882,0.0896208566287544
30_05,149,1,k3,0.1610314799207108,0.3960932039526568
30_05,149,1,k4,0.05661106556302736,0.20130258773564164
30_05,149,1,k5,0.013400855842331118,0.18568564060914167
30_05,149,1,KS,-0.008644426981347559,0.152436505215581
30_05,149,1,KP,0.01716826107112467,0.038264805853119574
30_05,149,1,KN,0.3203927129324916,0.6160799856066836
30_05,149,1,k-4,0.041455055820851815,0.16511556070722772
30_05,149,2,k2,0.011668109852059901,0.08962085662875438
30_05,149,2,k3,0.1610314799207108,0.3960932039526568
30_05,149,2,k4,0.05661106556302736,0.20130258773564164
30_05,149,2,k5,0.013400855842331123,0.18568564060914172
30_05,149,2,KS,-0.00864442698134756,0.152436505215581
30_05,149,2,KP,0.01716826107112469,0.038264805853119574
30_05,149,2,KN,0.3203927129324916,0.6160799856066838
30_05,149,2,k-4,0.041455055820851815,0.16511556070722766
30_05,149,3,k2,0.06527956806243125,0.20017500839209354
30_05,149,3,k3,0.0876012687865507,0.2499247900135649
30_05,149,3,k4,0.03435986142085317,0.1227736747870248
30_05,149,3,k5,-0.0006928345294303645,0.0032142476921136237
30_05,149,3,KS,0.07030105016805299,0.1526891723489912
30_05,149,3,KP,0.015417589466553368,0.37325831845570157
30_05,149,3,KN,0.067333399303025,1.0647302153142995
30_05,149,3,k-4,0.012684232983423277,0.1548598371643158
30_05,150,0,k2,0.0720301970154727,0.20939681675813937
30_05,150,0,k3,0.06728355428318515,0.2324810780539335
30_05,150,0,k4,0.025214936957881188,0.11312773124822711
30_05,150,0,k5,-0.00020685567962723577,0.0005655874044419232
30_05,150,0,KS,0.07250661448258607,0.1555641180788286
30_05,150,0,KP,0.022011453498754625,0.3966661476953451
30_05,150,0,KN,0.04037960007771283,1.0651875298629825
30_05,150,0,k-4,0.01994231927028422,0.16408024124947698
30_05,150,1,k2,0.01157418640132794,0.08957797584057538
30_05,150,1,k3,0.16081287702267139,0.3959346453296643
30_05,150,1,k4,0.056328691028713,0.20126767677155946
30_05,150,1,k5,0.013486135292356535,0.1870522771684537
30_05,150,1,KS,-0.00865662911545136,0.15281277360821408
30_05,150,1,KP,0.016949629191520498,0.038257783877313205
30_05,150,1,KN,0.32061321778258856,0.6175369205620429
30_05,150,1,k-4,0.041322627329105376,0.16558397694576865
30_05,150,2,k2,0.011574186401327955,0.08957797584057538
30_05,150,2,k3,0.16081287702267136,0.3959346453296643
30_05,150,2,k4,0.056328691028713,0.20126767677155946
30_05,150,2,k5,0.01348613529235652,0.18705227716845374
30_05,150,2,KS,-0.008656629115451349,0.1528127736082141
30_05,150,2,KP,0.016949629191520512,0.038257783877313205
30_05,150,2,KN,0.32061321778258856,0.6175369205620429
30_05,150,2,k-4,0.04132262732910538,0.1655839769457686
30_05,150,3,k2,0.06409483143164874,0.1987355535572212
30_05,150,3,k3,0.08696316160726499,0.2493677239409124
30_05,150,3,k4,0.03392452225251044,0.12259434172136216
30_05,150,3,k5,-0.000691958850121064,0.0032075927284509814
30_05,150,3,KS,0.06892421396865539,0.1493949854606452
30_05,150,3,KP,0.015239831872572216,0.37243928531567566
30_05,150,3,KN,0.06661378916448261,1.0543176076302407
30_05,150,3,k-4,0.012500732374873218,0.15367873175707614
30_05,151,0,k2,0.07067396304542078,0.20772533062829412
30_05,151,0,k3,0.06684256308477675,0.23207763790298694
30_05,151,0,k4,0.02490589866608617,0.11305280325557103
30_05,151,0,k5,-0.0002091984421933053,0.0005638516050768234
30_05,151,0,KS,0.07104550942110956,0.1521347007238003
30_05,151,0,KP,0.021739307805458578,0.3954989499930611
30_05,151,0,KN,0.039956031728872,1.054220893989115
30_05,151,0,k-4,0.01963862146649957,0.16267073638136198
30_05,151,1,k2,0.011480206000102395,0.08953306347556243
30_05,151,1,k3,0.1606046347420922,0.39577663960756926
30_05,151,1,k4,0.05605767372716051,0.20123882271101298
30_05,151,1,k5,0.013576657112928225,0.1884345552605912
30_05,151,1,KS,-0.008664351298691721,0.15319078228347138
30_05,151,1,KP,0.016732040771247667,0.038256499750474945
30_05,151,1,KN,0.32083607028593847,0.6189837553060078
30_05,151,1,k-4,0.04118924190915068,0.16606931876539657
30_05,151,2,k2,0.011480206000102411,0.08953306347556243
30_05,151,2,k3,0.16060463474209213,0.3957766396075693
30_05,151,2,k4,0.05605767372716051,0.20123882271101298
30_05,151,2,k5,0.013576657112928225,0.18843455526059125
30_05,151,2,KS,-0.008664351298691718,0.15319078228347136
30_05,151,2,KP,0.016732040771247684,0.038256499750474945
30_05,151,2,KN,0.3208360702859386,0.6189837553060078
30_05,151,2,k-4,0.04118924190915069,0.16606931876539657
30_05,151,3,k2,0.06292358333991356,0.1972898814063045
30_05,151,3,k3,0.0863162364215012,0.24876496602200188
30_05,151,3,k4,0.03348979271867541,0.12240317404237516
30_05,151,3,k5,-0.0006913945335346198,0.0032006104414683736
30_05,151,3,KS,0.06756777873911815,0.14617176768246956
30_05,151,3,KP,0.015061442094086176,0.37158059216779205
30_05,151,3,KN,0.06589294840124874,1.043814584706093
30_05,151,3,k-4,0.012317984848708377,0.15247918412560865
30_05,152,0,k2,0.06933431238284657,0.20604833605876485
30_05,152,0,k3,0.06639518367744479,0.2316307915136982
30_05,152,0,k4,0.024596224921890966,0.1129643599042602
30_05,152,0,k5,-0.00021058972138386585,0.0005620954485423909
30_05,152,0,KS,0.06960650546106709,0.14878220931846647
30_05,152,0,KP,0.021468017957835813,0.394286278875019
30_05,152,0,KN,0.039531682725554886,1.043151433171919
30_05,152,0,k-4,0.019336719784888996,0.16124392870471357
30_05,152,1,k2,0.011389547054417398,0.08949140096533048
30_05,152,1,k3,0.16038818809693087,0.3956136092273533
30_05,152,1,k4,0.05578242213887425,0.20121085685482445
30_05,152,1,k5,0.013666497305383411,0.18983224868847617
30_05,152,1,KS,-0.008677828724949958,0.15357045965577207
30_05,152,1,KP,0.01651256146927612,0.03826105455394311
30_05,152,1,KN,0.3210496872794188,0.6204336011315059
30_05,152,1,k-4,0.04105827613705106,0.16657355105565808
30_05,152,2,k2,0.01138954705441741,0.0894914009653305
30_05,152,2,k3,0.1603881880969309,0.39561360922735334
30_05,152,2,k4,0.055782422138874244,0.2012108568548245
30_05,152,2,k5,0.013666497305383399,0.1898322486884762
30_05,152,2,KS,-0.008677828724949955,0.15357045965577212
30_05,152,2,KP,0.016512561469276127,0.03826105455394311
30_05,152,2,KN,0.3210496872794189,0.620433601131506
30_05,152,2,k-4,0.04105827613705107,0.16657355105565805
30_05,152,3,k2,0.061765713801180955,0.1958368493977738
30_05,152,3,k3,0.0856621138213092,0.2481199810302263
30_05,152,3,k4,0.033055715592950244,0.12220004649509361
30_05,152,3,k5,-0.0006904022196910501,0.003193315763613718
30_05,152,3,KS,0.06623141871617028,0.14302024408350883
30_05,152,3,KP,0.014883149158152658,0.3706807783831582
30_05,152,3,KN,0.06517113128981415,1.0332192577728376
30_05,152,3,k-4,0.012135975530591828,0.1512620468366533
30_05,153,0,k2,0.06801090809206872,0.20436697115831765
30_05,153,0,k3,0.06593946950421366,0.23113617654638557
30_05,153,0,k4,0.02428630071281208,0.11286301614632388
30_05,153,0,k5,-0.00021171711429927685,0.0005602839622671225
30_05,153,0,KS,0.06818979749947117,0.14551190741547287
30_05,153,0,KP,0.021198387520996752,0.39303931745565573
30_05,153,0,KN,0.03910653317244524,1.0320098700985785
30_05,153,0,k-4,0.01903675701605549,0.1598034315356538
30_05,153,1,k2,0.011305159166515357,0.08945268559010541
30_05,153,1,k3,0.16017160871900027,0.3954515083332547
30_05,153,1,k4,0.05551270685512047,0.20118729412101224
30_05,153,1,k5,0.013760828423363706,0.19124674701143102
30_05,153,1,KS,-0.008692776779881922,0.15395189095718512
30_05,153,1,KP,0.01629810023749415,0.03827454531240869
30_05,153,1,KN,0.321254419410468,0.621874162398508
30_05,153,1,k-4,0.04093285637295686,0.16709857199886044
30_05,153,2,k2,0.011305159166515368,0.08945268559010543
30_05,153,2,k3,0.1601716087190003,0.3954515083332547
30_05,153,2,k4,0.05551270685512049,0.2011872941210123
30_05,153,2,k5,0.013760828423363708,0.1912467470114311
30_05,153,2,KS,-0.008692776779881919,0.15395189095718514
30_05,153,2,KP,0.01629810023749417,0.038274545312408696
30_05,153,2,KN,0.3212544194104682,0.621874162398508
30_05,153,2,k-4,0.04093285637295689,0.16709857199886044
30_05,153,3,k2,0.06062129342694925,0.19437712595517462
30_05,153,3,k3,0.08500045333644349,0.2474312220086197
30_05,153,3,k4,0.032622560437802824,0.12198567381587413
30_05,153,3,k5,-0.0006892285251502462,0.003185712143980277
30_05,153,3,KS,0.06491515041053543,0.13994261652290987
30_05,153,3,KP,0.01470520669602655,0.369744442386707
30_05,153,3,KN,0.06444884949548878,1.0225492862529602
30_05,153,3,k-4,0.011954797079782484,0.15002936489845323
30_05,154,0,k2,0.06670610982637142,0.20268278141692495
30_05,154,0,k3,0.06547634865909832,0.23059855794457562
30_05,154,0,k4,0.023977359509478515,0.11275108439460768
30_05,154,0,k5,-0.0002133371839578594,0.0005581351192679796
30_05,154,0,KS,0.06679381036800425,0.1423148181045687
30_05,154,0,KP,0.02092915590500658,0.3917488211155016
30_05,154,0,KN,0.0386812698440153,1.0208073794106998
30_05,154,0,k-4,0.018738469920091108,0.1583474528970205
30_05,154,1,k2,0.011219040905701807,0.08941596208547238
30_05,154,1,k3,0.15995094871410015,0.3952959985676911
30_05,154,1,k4,0.055241137269224805,0.20116839993486096
30_05,154,1,k5,0.013853311182452331,0.19267544673962766
30_05,154,1,KS,-0.00870676893106605,0.15433791739866934
30_05,154,1,KP,0.01608581296266746,0.038291719386994764
30_05,154,1,KN,0.32144889262366283,0.6233065053915893
30_05,154,1,k-4,0.040810088062069046,0.16764131377820696
30_05,154,2,k2,0.011219040905701815,0.0894159620854724
30_05,154,2,k3,0.15995094871410015,0.39529599856769104
30_05,154,2,k4,0.05524113726922482,0.20116839993486096
30_05,154,2,k5,0.013853311182452326,0.19267544673962766
30_05,154,2,KS,-0.00870676893106604,0.15433791739866934
30_05,154,2,KP,0.016085812962667482,0.038291719386994764
30_05,154,2,KN,0.32144889262366294,0.6233065053915893
30_05,154,2,k-4,0.040810088062069046,0.16764131377820687
30_05,154,3,k2,0.059491189136180025,0.19291124940694204
30_05,154,3,k3,0.08433178791458784,0.24670131356273908
30_05,154,3,k4,0.03219093869701104,0.12176106388185974
30_05,154,3,k5,-0.0006879578800325542,0.003177693678886843
30_05,154,3,KS,0.06361847560051631,0.13693631773811196
30_05,154,3,KP,0.014527443884668943,0.3687689956789165
30_05,154,3,KN,0.06372662393421323,1.0118132956436987
30_05,154,3,k-4,0.011774390194277968,0.14878135964939188
30_05,155,0,k2,0.06541930764229222,0.20099518631393137
30_05,155,0,k3,0.06500805292687181,0.23001895205949613
30_05,155,0,k4,0.023669508855885556,0.11262674749631811
30_05,155,0,k5,-0.00021428162098105616,0.0005562216458912868
30_05,155,0,KS,0.06542180277051103,0.139200851424245
30_05,155,0,KP,0.020663399423314754,0.39042244616553595
30_05,155,0,KN,0.038255983314205835,1.009553390681451
30_05,155,0,k-4,0.01844267316527914,0.15688058919895106
30_05,155,1,k2,0.011134067977609456,0.08938243856202055
30_05,155,1,k3,0.15973393220882873,0.3951281437555837
30_05,155,1,k4,0.05497056977459676,0.20115126574123846
30_05,155,1,k5,0.013941073856637367,0.19412090899259526
30_05,155,1,KS,-0.008720862450215673,0.15472392947938954
30_05,155,1,KP,0.01587263808540753,0.03831401372204028
30_05,155,1,KN,0.3216445953134414,0.6247459505473013
30_05,155,1,k-4,0.04069141068942279,0.1682047007177737
30_05,155,2,k2,0.01113406797760946,0.08938243856202055
30_05,155,2,k3,0.15973393220882867,0.39512814375558364
30_05,155,2,k4,0.054970569774596745,0.20115126574123843
30_05,155,2,k5,0.013941073856637353,0.1941209089925953
30_05,155,2,KS,-0.008720862450215677,0.15472392947938957
30_05,155,2,KP,0.01587263808540755,0.038314013722040276
30_05,155,2,KN,0.3216445953134414,0.6247459505473013
30_05,155,2,k-4,0.04069141068942279,0.16820470071777374
30_05,155,3,k2,0.058375371458536156,0.19143947970724684
30_05,155,3,k3,0.08365720219201297,0.2459309300020239
30_05,155,3,k4,0.03176089242005598,0.12152564633043876
30_05,155,3,k5,-0.0006863576234638063,0.003169480835184987
30_05,155,3,KS,0.06234243978328105,0.13400458760305453
30_05,155,3,KP,0.014350884429750145,0.3677567312549042
30_05,155,3,KN,0.06300461178810318,1.001021797118397
30_05,155,3,k-4,0.011595038733935848,0.1475201493698841
30_05,156,0,k2,0.06414870760845265,0.19930471722175436
30_05,156,0,k3,0.06453309133102565,0.22939810378273823
30_05,156,0,k4,0.023362135469523523,0.11249424916351007
30_05,156,0,k5,-0.00021482647452601266,0.0005539583502468755
30_05,156,0,KS,0.06407209479800417,0.13616627098131137
30_05,156,0,KP,0.02039938890899151,0.38905847247671527
30_05,156,0,KN,0.037830359181632085,0.9982511059239443
30_05,156,0,k-4,0.018148263201824257,0.155400609244001
30_05,156,1,k2,0.011050043772744062,0.08935005262834542
30_05,156,1,k3,0.1595105696828008,0.39495516475940096
30_05,156,1,k4,0.054699606602740085,0.20113034761091364
30_05,156,1,k5,0.014029642055925794,0.19558439101411956
30_05,156,1,KS,-0.0087347670408127,0.15511333773198252
30_05,156,1,KP,0.01566326286347486,0.038343621430528975
30_05,156,1,KN,0.3218339816695263,0.6261992320342237
30_05,156,1,k-4,0.0405676196746774,0.16878672408435816
30_05,156,2,k2,0.011050043772744074,0.08935005262834544
30_05,156,2,k3,0.15951056968280078,0.394955164759401
30_05,156,2,k4,0.05469960660274009,0.2011303476109137
30_05,156,2,k5,0.014029642055925783,0.19558439101411962
30_05,156,2,KS,-0.008734767040812691,0.15511333773198252
30_05,156,2,KP,0.015663262863474883,0.03834362143052898
30_05,156,2,KN,0.32183398166952637,0.6261992320342239
30_05,156,2,k-4,0.040567619674677424,0.16878672408435813
30_05,156,3,k2,0.05727343434749471,0.18996193688678198
30_05,156,3,k3,0.08297659937694198,0.24512099273921498
30_05,156,3,k4,0.03133251056023831,0.12128110780098697
30_05,156,3,k5,-0.0006844907538735274,0.00316087869716694
30_05,156,3,KS,0.06108660335556101,0.13114643224810463
30_05,156,3,KP,0.014175095911577678,0.36670835529161255
30_05,156,3,KN,0.062283239742821135,0.9901829346127674
30_05,156,3,k-4,0.011416608943338461,0.14624587366881378
30_05,157,0,k2,0.06289572783143005,0.19761099129073087
30_05,157,0,k3,0.06405241627117977,0.22873429844892418
30_05,157,0,k4,0.023054746823679376,0.11234741574303417
30_05,157,0,k5,-0.00021577509486062811,0.000551651244694844
30_05,157,0,KS,0.06274467800293965,0.13320602540331372
30_05,157,0,KP,0.02013482052046838,0.3876613311564728
30_05,157,0,KN,0.03740352135435376,0.9869176311470409
30_05,157,0,k-4,0.01785627416632935,0.15391270746876026
30_05,157,1,k2,0.01096955085536437,0.0893178067147676
30_05,157,1,k3,0.15929108490730062,0.3947841088603001
30_05,157,1,k4,0.05443312635705742,0.20111429316509916
30_05,157,1,k5,0.014120336703183741,0.19706477493365993
30_05,157,1,KS,-0.008745911512514025,0.1555044299731279
30_05,157,1,KP,0.01545503077970108,0.03838183876888124
30_05,157,1,KN,0.32203656602760566,0.6276433946444756
30_05,157,1,k-4,0.040444583670467736,0.16938980747515933
30_05,157,2,k2,0.01096955085536438,0.08931780671476759
30_05,157,2,k3,0.15929108490730062,0.3947841088603001
30_05,157,2,k4,0.054433126357057424,0.20111429316509918
30_05,157,2,k5,0.014120336703183732,0.19706477493365998
30_05,157,2,KS,-0.008745911512514009,0.1555044299731279
30_05,157,2,KP,0.015455030779701104,0.03838183876888124
30_05,157,2,KN,0.3220365660276057,0.6276433946444757
30_05,157,2,k-4,0.040444583670467736,0.16938980747515928
30_05,157,3,k2,0.05618576572566464,0.18847861357567353
30_05,157,3,k3,0.0822904882522926,0.24427144968322506
30_05,157,3,k4,0.03090556756295608,0.12102541868882022
30_05,157,3,k5,-0.0006826463737519609,0.0031519889846767907
30_05,157,3,KS,0.059850739170342136,0.12836059576595235
30_05,157,3,KP,0.013999148446647918,0.36562564070042275
30_05,157,3,KN,0.06156207521854549,0.9793079112564712
30_05,157,3,k-4,0.011239284270661506,0.14496105497611783
30_05,158,0,k2,0.06165974836903543,0.1959139926344542
30_05,158,0,k3,0.0635669014148485,0.2280285177610254
30_05,158,0,k4,0.022747328535540748,0.11219126459229216
30_05,158,0,k5,-0.0002167343675316165,0.0005492017802759398
30_05,158,0,KS,0.06143980218695621,0.1303279498001736
30_05,158,0,KP,0.019870771027741867,0.3862274117013939
30_05,158,0,KN,0.03697574464428326,0.9755606624128379
30_05,158,0,k-4,0.017566513870943278,0.15241320199833508
30_05,158,1,k2,0.01089139328159958,0.08929021123900646
30_05,158,1,k3,0.15906191375701736,0.39460926416562175
30_05,158,1,k4,0.05416478146953394,0.2011014617810007
30_05,158,1,k5,0.01420866983808701,0.19856034930440097
30_05,158,1,KS,-0.008760220977753445,0.15589835468272495
30_05,158,1,KP,0.015245914715161403,0.03842529768924848
30_05,158,1,KN,0.3222281364355034,0.6290884637133562
30_05,158,1,k-4,0.04032200668947897,0.17001056625374916
30_05,158,2,k2,0.010891393281599592,0.08929021123900643
30_05,158,2,k3,0.15906191375701734,0.39460926416562175
