output,time,parameter,S1,ST
CAOH,89,k3,0.0375776557775632,0.23877981289967745
CAOH,89,k4,0.035479916732492935,0.08927690943817658
CAOH,89,k5,-0.0003940153306001849,0.002523200393935152
CAOH,89,KS,0.08387006236210477,0.5671665082585468
CAOH,89,KP,0.05594328593848596,0.5512793608570862
CAOH,89,KN,0.034581399003628145,0.6023045333594953
CAOH,89,kmenos4,0.014420814159933707,0.2576507827765867
CAOH,90,k2,0.06534417822785162,0.33603117940042443
CAOH,90,k3,0.03761003992496595,0.24268528294529557
CAOH,90,k4,0.035130549171294406,0.08937240422320857
CAOH,90,k5,-0.00037522003070985984,0.0025151935171504654
CAOH,90,KS,0.08274199440402148,0.5717425915938331
CAOH,90,KP,0.055747608413716156,0.5571398928011483
CAOH,90,KN,0.03445134977719637,0.6046637737708692
CAOH,90,kmenos4,0.014318579652643104,0.2628126278069572
CAOH,91,k2,0.06469059602002761,0.3229088183208188
CAOH,91,k3,0.03763245324657214,0.24647341133447273
CAOH,91,k4,0.034783273357052565,0.08945302672118256
CAOH,91,k5,-0.000357693959439575,0.002506593771696391
CAOH,91,KS,0.08161553010815131,0.5761664139396645
CAOH,91,KP,0.0555576404502276,0.5628310489194674
CAOH,91,KN,0.03431729399432107,0.6062596703986011
CAOH,91,kmenos4,0.014215141044746984,0.26791336459385184
CAOH,92,k2,0.06402182701088505,0.31059595065550566
CAOH,92,k3,0.03764493480690019,0.25013707923451606
CAOH,92,k4,0.03443803231146097,0.08951776738102453
CAOH,92,k5,-0.00034109136962350934,0.0024974841125062343
CAOH,92,KS,0.08049061938136,0.5804264450109036
CAOH,92,KP,0.05537567502809212,0.5683506914310746
CAOH,92,KN,0.03417956081997844,0.6071149936067958
CAOH,92,kmenos4,0.014110674816416568,0.27294324505327017
CAOH,93,k2,0.06333784725238967,0.29908427584247166
CAOH,93,k3,0.03764766436116211,0.25367246117776426
CAOH,93,k4,0.03409485936205273,0.08956728162622966
CAOH,93,k5,-0.0003255540463565178,0.00248775318595932
CAOH,93,KS,0.07936699536062743,0.5845175377623084
CAOH,93,KP,0.05520195093354613,0.573697122879098
CAOH,93,KN,0.03403769492987265,0.6072603490325688
CAOH,93,kmenos4,0.014005234561509141,0.2778954174977701
CAOH,94,k2,0.06263925789049261,0.28835960206296796
CAOH,94,k3,0.03764101503798708,0.257073897747856
CAOH,94,k4,0.03375390999140069,0.08960000958490973
CAOH,94,k5,-0.00031099363528013375,0.002477509187766324
CAOH,94,KS,0.07824517553753285,0.5884357418335435
CAOH,94,KP,0.055039654828257255,0.5788680012115602
CAOH,94,KN,0.033891624863076224,0.6067249189558209
CAOH,94,kmenos4,0.013898987597320773,0.28276123761597405
CAOH,95,k2,0.06192615817594588,0.27840232430512013
CAOH,95,k3,0.03762511031888671,0.26033815734437965
CAOH,95,k4,0.0334152014360983,0.08961663073244279
CAOH,95,k5,-0.00029720820697792095,0.0024667430464638336
CAOH,95,KS,0.07712589319805054,0.5921767388777334
CAOH,95,KP,0.05488761807951625,0.5838640904554678
CAOH,95,KN,0.033741759305700954,0.6055451960395587
CAOH,95,kmenos4,0.013791997195118763,0.28753511380634234
CAOH,96,k2,0.06119886715790595,0.2691861467258959
CAOH,96,k3,0.03759997496405417,0.2634614010083293
CAOH,96,k4,0.0330789069185522,0.08961608586792291
CAOH,96,k5,-0.0002843407789338629,0.0024553467695029433
CAOH,96,KS,0.07600887838615214,0.5957390633374359
CAOH,96,KP,0.05474748550624022,0.5886857432796962
CAOH,96,KN,0.03358809095437248,0.603752133628887
CAOH,96,kmenos4,0.013684136889754422,0.29221113256766573
CAOH,97,k2,0.06045768266021558,0.26068414273829077
CAOH,97,k3,0.03756595989877909,0.26644214645318215
CAOH,97,k4,0.03274526615960926,0.08959879786457163
CAOH,97,k5,-0.00027236367684419736,0.002443538213974513
CAOH,97,KS,0.0748944286761372,0.5991206836738902
CAOH,97,KP,0.05462069711080888,0.5933316688329199
CAOH,97,KN,0.033431007993850605,0.6013882656704729
CAOH,97,kmenos4,0.013575548635555995,0.296783924984285
CAOH,98,k2,0.05970304998406759,0.2528644452425168
CAOH,98,k3,0.037523383704808844,0.26928054235232557
CAOH,98,k4,0.03241384327132471,0.08956553566777903
CAOH,98,k5,-0.0002611803537501222,0.0024312347761173787
CAOH,98,KS,0.07378270667544551,0.6023180407427714
CAOH,98,KP,0.0545092312317583,0.5978063416253241
CAOH,98,KN,0.033269591990116185,0.5984780759333242
CAOH,98,kmenos4,0.013466593093348238,0.3012487939796624
CAOH,99,k2,0.05893525245303305,0.24569970128204197
CAOH,99,k3,0.037472669848934284,0.27197319958661
CAOH,99,k4,0.03208531223809322,0.08951455701140526
CAOH,99,k5,-0.00025063937241697333,0.002418432864931056
CAOH,99,KS,0.07267462224091455,0.6053329328286624
CAOH,99,KP,0.05441202026941127,0.6021107066548202
CAOH,99,KN,0.03310454713124996,0.5950736190060493
CAOH,99,kmenos4,0.013357313175888093,0.3056016583933149
CAOH,100,k2,0.05815478256713367,0.23915591526986488
CAOH,100,k3,0.03741362390056332,0.27451868058163725
CAOH,100,k4,0.03175941971952595,0.08944714633772381
CAOH,100,k5,-0.00024074261840508813,0.0024053026941481563
CAOH,100,KS,0.07157009931620799,0.6081628765730578
CAOH,100,KP,0.05433028536763426,0.6062456311767621
CAOH,100,KN,0.032935692242414286,0.5912084486677013
CAOH,100,kmenos4,0.01324767018932742,0.30983809807039453
CAOH,101,k2,0.05736220239121894,0.23319831859476015
CAOH,101,k3,0.037346671993559184,0.27691889076798537
CAOH,101,k4,0.03143630808558445,0.08936283454095244
CAOH,101,k5,-0.0002314142444609535,0.0023917547431805968
CAOH,101,KS,0.07046933645092009,0.6108101326497731
CAOH,101,KP,0.05426529286708124,0.610214313748529
CAOH,101,KN,0.03276298309983985,0.5869167631313004
CAOH,101,kmenos4,0.013137747786385183,0.3139555007551506
CAOH,102,k2,0.05655793464698399,0.2277991075605362
CAOH,102,k3,0.0372720997207017,0.2791712072522987
CAOH,102,k4,0.03111606983784812,0.08926235530188675
CAOH,102,k5,-0.00022262034031679997,0.002377793360769971
CAOH,102,KS,0.06937284784470552,0.6132742835189037
CAOH,102,KP,0.054217763803978775,0.614018197850653
CAOH,102,KN,0.03258678582318628,0.5822409593650993
CAOH,102,kmenos4,0.013027823621508184,0.31795049671380565
CAOH,103,k2,0.0557426201354699,0.22292285964516134
CAOH,103,k3,0.037190151219349314,0.28127994336419965
CAOH,103,k4,0.03079865970188599,0.08914423416990215
CAOH,103,k5,-0.00021429323972344452,0.00236353611428812
CAOH,103,KS,0.06828085076203308,0.6155555791108883
CAOH,103,KP,0.05418732899640699,0.6176592244288718
CAOH,103,KN,0.0324071361397509,0.5772158342512878
CAOH,103,kmenos4,0.012917779195752273,0.32182087374168905
CAOH,104,k2,0.054916967778772835,0.21853907500105885
CAOH,104,k3,0.03710090767701523,0.2832427428960224
CAOH,104,k4,0.03048399291038267,0.08901099562620973
CAOH,104,k5,-0.00020646826969447253,0.0023489151095420157
CAOH,104,KS,0.06719357877561548,0.6176584690255408
CAOH,104,KP,0.054176052277036695,0.6211418116354374
CAOH,104,KN,0.03222406010452152,0.5718747042326205
CAOH,104,kmenos4,0.012807953899060328,0.32556510457753063
CAOH,105,k2,0.05408167330699507,0.2146178732165305
CAOH,105,k3,0.03700477554954856,0.28506440028840885
CAOH,105,k4,0.030172265784928015,0.08886068868614867
CAOH,105,k5,-0.00019894265737074803,0.002333978667335836
CAOH,105,KS,0.0661118285148437,0.6195832918378433
CAOH,105,KP,0.054184789728366704,0.6244680879701116
CAOH,105,KN,0.032037488359322915,0.5662541484703013
CAOH,105,kmenos4,0.012698410333841772,0.32918062536544923
CAOH,106,k2,0.0532372287691017,0.2111293321439154
CAOH,106,k3,0.03690173128274819,0.2867424643834965
CAOH,106,k4,0.029863438341691483,0.08869498268635366
CAOH,106,k5,-0.00019171769940834978,0.002318870130833022
CAOH,106,KS,0.06503596548762193,0.6213338182146393
CAOH,106,KP,0.05421280048805884,0.6276413541259614
CAOH,106,KN,0.031847169047763656,0.5603874130101346
CAOH,106,kmenos4,0.012588895304732492,0.3326666719433144
CAOH,107,k2,0.052384230841932354,0.2080455633331246
CAOH,107,k3,0.03679207530194458,0.288281517857929
CAOH,107,k4,0.02955762789099688,0.08851307746153265
CAOH,107,k5,-0.00018508770354860613,0.0023035017451113753
CAOH,107,KS,0.06396580400324277,0.622912155844291
CAOH,107,KP,0.05426112958228178,0.6306650033947683
CAOH,107,KN,0.031653489707871754,0.5543047702599792
CAOH,107,kmenos4,0.012479525735605401,0.3360222675964537
CAOH,108,k2,0.05152332124274511,0.2053391081612469
CAOH,108,k3,0.03667586535505072,0.2896831053221285
CAOH,108,k4,0.029254659324701362,0.08831572643380525
CAOH,108,k5,-0.00017887427859106223,0.002287880499384685
CAOH,108,KS,0.06290217748613305,0.6243193444323253
CAOH,108,KP,0.05432993190671692,0.6335413750249258
CAOH,108,KN,0.03145613590423337,0.5480343328824454
CAOH,108,kmenos4,0.01237038899172335,0.33924594312571466
CAOH,109,k2,0.05065542680228525,0.20298375156110962
CAOH,109,k3,0.036553150817725484,0.2909508669453534
CAOH,109,k4,0.02895450447700342,0.08810369306910844
CAOH,109,k5,-0.0001730297299318395,0.002272076090175258
CAOH,109,KS,0.06184573405191792,0.6255608217314427
CAOH,109,KP,0.05442068737193422,0.6362749406464909
CAOH,109,KN,0.03125546676501883,0.5416018261063335
CAOH,109,kmenos4,0.01226143710298651,0.3423387228517638
CAOH,110,k2,0.04978160517697735,0.2009545092330707
CAOH,110,k3,0.0364245524039336,0.2920860335195971
CAOH,110,k4,0.028657277794424497,0.08787672233862863
CAOH,110,k5,-0.00016721846931143293,0.002256151365882274
CAOH,110,KS,0.06079658942734286,0.6266395968610363
CAOH,110,KP,0.05453374266673821,0.6388679094062782
CAOH,110,KN,0.031051590169326727,0.5350366517074877
CAOH,110,kmenos4,0.012153080741050357,0.3452985720090996
CAOH,111,k2,0.048902592878051106,0.1992286511093041
CAOH,111,k3,0.036290418422964876,0.2930910663331379
CAOH,111,k4,0.0283634515333981,0.0876352011855594
CAOH,111,k5,-0.00016152729233313273,0.002240103032870677
CAOH,111,KS,0.05975481829823078,0.6275611118547368
CAOH,111,KP,0.05466907950328107,0.6413239057032446
CAOH,111,KN,0.030844718333801046,0.5283644861504951
CAOH,111,kmenos4,0.012045253800302497,0.3481267315272139
CAOH,112,k2,0.048018483884062546,0.19778339020935123
CAOH,112,k3,0.036150425496205243,0.29396999456087897
CAOH,112,k4,0.02807231288579555,0.08737930820111804
CAOH,112,k5,-0.00015627164638653735,0.0022238826642275843
CAOH,112,KS,0.05872090183146728,0.6283249103726335
CAOH,112,KP,0.05482763842817807,0.6436460857886643
CAOH,112,KN,0.030634524805978166,0.5216032883948432
CAOH,112,kmenos4,0.011937804023330972,0.3508220558111952
CAOH,113,k2,0.04713021319968527,0.19659755239499868
CAOH,113,k3,0.03600497551796438,0.29472528797057085
CAOH,113,k4,0.02778425820680309,0.08711022303229247
CAOH,113,k5,-0.00015128680353281577,0.002207594151357443
CAOH,113,KS,0.05769549496433102,0.6289379840896794
CAOH,113,KP,0.05500965454860494,0.6458379251775462
CAOH,113,KN,0.030421184448003857,0.5147736804554502
CAOH,113,kmenos4,0.011831025570974131,0.3533864185946409
CAOH,114,k2,0.04623878990849047,0.1956504225685439
CAOH,114,k3,0.035854200226085244,0.2953603685731739
CAOH,114,k4,0.027499093123607193,0.08682777951784713
CAOH,114,k5,-0.0001464827152560183,0.0021912092438481218
CAOH,114,KS,0.056678715877529366,0.6294038517348753
CAOH,114,KP,0.05521562997141228,0.6479028737404048
CAOH,114,KN,0.030204950634358452,0.5078964388461799
CAOH,114,kmenos4,0.011724798974922492,0.3558188320567189
CAOH,115,k2,0.04534474235038067,0.19492407262452938
CAOH,115,k3,0.03569853840855682,0.2958789397198775
CAOH,115,k4,0.02721704569702428,0.08653244831957231
CAOH,115,k5,-0.00014166874740716712,0.0021747228260684415
CAOH,115,KS,0.05567116076811243,0.6297255938951724
CAOH,115,KP,0.055446811949662826,0.6498437942285907
CAOH,115,KN,0.029985933365645312,0.5009862150085497
CAOH,115,kmenos4,0.011619368926155664,0.3581213593867023
CAOH,116,k2,0.044448794311570505,0.19440027789203643
CAOH,116,k3,0.035537923147586976,0.2962846503429913
CAOH,116,k4,0.026937866997272995,0.0862242168590498
CAOH,116,k5,-0.00013711347242089224,0.002158258562393972
CAOH,116,KS,0.054673071537528116,0.6299077121534379
CAOH,116,KP,0.05570240627307949,0.6516630289695937
CAOH,116,KN,0.02976399351154362,0.49405985229126476
CAOH,116,kmenos4,0.011514402487366205,0.3602940170730859
CAOH,117,k2,0.04355166194458293,0.19406311469813972
CAOH,117,k3,0.03537275428475115,0.2965793623286167
CAOH,117,k4,0.026661667565843334,0.08590434243453589
CAOH,117,k5,-0.00013258786728905693,0.002141665370026014
CAOH,117,KS,0.053684718752524445,0.6299543655143031
CAOH,117,KP,0.05598370874876258,0.6533641470814556
CAOH,117,KN,0.029539346069593932,0.4871317351757143
CAOH,117,kmenos4,0.01141017618034162,0.3623372414388555
CAOH,118,k2,0.0426542781916903,0.19389579947485994
CAOH,118,k3,0.03520283519000402,0.29676671915380276
CAOH,118,k4,0.0263884327335884,0.08557277804295176
CAOH,118,k5,-0.00012823052921148636,0.0021250789786230622
CAOH,118,KS,0.052706339076530793,0.6298695295963498
CAOH,118,KP,0.05629104036496763,0.6549506136049171
CAOH,118,KN,0.029312087892603544,0.4802157284360497
CAOH,118,kmenos4,0.011306636608483932,0.36425301351049705
CAOH,119,k2,0.041757434913396674,0.19388477667191786
CAOH,119,k3,0.03502888293461304,0.29685297781596415
CAOH,119,k4,0.026118169104938884,0.08523014389255089
CAOH,119,k5,-0.0001238395319349784,0.002108552708948494
CAOH,119,KS,0.05173834276254615,0.6296585131847641
CAOH,119,KP,0.05662529951066302,0.6564258244749468
CAOH,119,KN,0.029082251279366002,0.47331934130039005
CAOH,119,kmenos4,0.011204006113061151,0.3660414802087985
CAOH,120,k2,0.040861890692344284,0.19401508296659084
CAOH,120,k3,0.0348506799407306,0.29683850411281804
CAOH,120,k4,0.025850862223268406,0.08487740987988412
CAOH,120,k5,-0.00011950458787358526,0.002091954760768918
CAOH,120,KS,0.05078096475195381,0.6293239318856375
CAOH,120,KP,0.056985309486296744,0.657790863235647
CAOH,120,KN,0.02884988577859082,0.4664555381854834
CAOH,120,kmenos4,0.01110237147505009,0.3677048126169849
CAOH,121,k2,0.0399681184281431,0.19427432301071082
CAOH,121,k3,0.03466849379426108,0.29672840654127325
CAOH,121,k4,0.02558654161830735,0.08451434146655397
CAOH,121,k5,-0.00011525824975457209,0.002075375361133469
CAOH,121,KS,0.049834757267742474,0.6288719611695038
CAOH,121,KP,0.05737321942824775,0.6590499355553635
CAOH,121,KN,0.028615012005487512,0.4596328451456538
CAOH,121,kmenos4,0.011001786474374097,0.3692431409578852
CAOH,122,k2,0.03907709996980076,0.19465104998614927
CAOH,122,k3,0.03448247537519099,0.2965256370084067
CAOH,122,k4,0.02532501530766397,0.08414263184706394
CAOH,122,k5,-0.00011108609201196531,0.002058891899523203
CAOH,122,KS,0.04889954033830656,0.6283038677608089
CAOH,122,KP,0.05778917795317393,0.6602051305545756
CAOH,122,KN,0.028377853842994422,0.4528573457221483
CAOH,122,kmenos4,0.010901933688714139,0.3706587253456766
CAOH,123,k2,0.03818973441184867,0.19513373556009972
CAOH,123,k3,0.03429298702494405,0.29623431835150515
CAOH,123,k4,0.025066195938402935,0.08376162405418991
CAOH,123,k5,-0.00010711270334186535,0.0020424677868559424
CAOH,123,KS,0.04797589117260859,0.6276252700247705
CAOH,123,KP,0.05823277885852878,0.6612594441338299
CAOH,123,KN,0.028138276692014925,0.44613876678830655
CAOH,123,kmenos4,0.010802907238117235,0.37195257857182024
CAOH,124,k2,0.037306665656959385,0.19571134124041156
CAOH,124,k3,0.03410017794346278,0.2958569609080061
CAOH,124,k4,0.02481026205971541,0.08337268681741766
CAOH,124,k5,-0.00010296305181470377,0.002026101001656141
CAOH,124,KS,0.04706416021999371,0.626841422418095
CAOH,124,KP,0.058705286988571415,0.6622143817905158
CAOH,124,KN,0.02789670460009645,0.4394807673708725
CAOH,124,kmenos4,0.010705092743091215,0.37312569268131174
CAOH,125,k2,0.03642887357633407,0.19637499672980463
CAOH,125,k3,0.033904195129515424,0.2953974819337804
CAOH,125,k4,0.024557368856022038,0.08297602261200439
CAOH,125,k5,-9.885857687685138e-05,0.0020098507195530444
CAOH,125,KS,0.046164324149360364,0.6259543447014932
CAOH,125,KP,0.05920716653872629,0.6630730505794128
CAOH,125,KN,0.02765346341433003,0.4328902620736068
CAOH,125,kmenos4,0.01060836904121826,0.37417990935571727
CAOH,126,k2,0.035556767369407154,0.19711483998746368
CAOH,126,k3,0.03370531874477534,0.2948589887083893
CAOH,126,k4,0.02430720489821236,0.08257182626366948
CAOH,126,k5,-9.47304377100065e-05,0.001993674427804084
CAOH,126,KS,0.045276791161281756,0.6249680076167203
CAOH,126,KP,0.059737866941677036,0.6638366020156212
CAOH,126,KN,0.027408350381922974,0.4263707892815396
CAOH,126,kmenos4,0.010512733918518147,0.37511635067183263
CAOH,127,k2,0.03469112293620447,0.1979231005777514
CAOH,127,k3,0.03350348959408513,0.29424483443530297
CAOH,127,k4,0.02405981844403431,0.08216184505629583
CAOH,127,k5,-9.053452201325688e-05,0.0019776692309801266
CAOH,127,KS,0.04440200742521431,0.6238873628647281
CAOH,127,KP,0.06029948133225832,0.6645085899680286
CAOH,127,KN,0.027161621394920354,0.4199265549622326
CAOH,127,kmenos4,0.010418209090301583,0.3759370733549962
CAOH,128,k2,0.033832448052008905,0.19879081153767764
CAOH,128,k3,0.033298966321097585,0.2935579395296276
CAOH,128,k4,0.023815221070149856,0.0817452823867698
CAOH,128,k5,-8.650772676492709e-05,0.0019617268142614794
CAOH,128,KS,0.04353959441177794,0.6227144370507289
CAOH,128,KP,0.06089067483248076,0.6650893736754208
CAOH,128,KN,0.026913218712531523,0.413560089195933
CAOH,128,kmenos4,0.010324548234741177,0.3766425749378845
CAOH,129,k2,0.03298156058407498,0.19971073828920236
CAOH,129,k3,0.03309211520966951,0.292801333936637
CAOH,129,k4,0.023573667039898633,0.08132381931282531
CAOH,129,k5,-8.22910353067406e-05,0.0019460334610795044
CAOH,129,KS,0.04269024611256934,0.6214546595678735
CAOH,129,KP,0.06151251839205959,0.6655813904797366
CAOH,129,KN,0.02666342403247982,0.40727369116149287
CAOH,129,kmenos4,0.010232354122975575,0.3772350386355678
CAOH,130,k2,0.0321387683511859,0.20067599181023446
CAOH,130,k3,0.03288316187325039,0.2919776904849635
CAOH,130,k4,0.023334922020554986,0.08089703870593506
CAOH,130,k5,-7.807991803051914e-05,0.001930434472102253
CAOH,130,KS,0.04185405570027193,0.6201097043355268
CAOH,130,KP,0.06216544574049651,0.6659861202442635
CAOH,130,KN,0.02641208935174366,0.4010711793118727
CAOH,130,kmenos4,0.010141382163777314,0.37771574748453435
CAOH,131,k2,0.03130465577960866,0.20168042281223542
CAOH,131,k3,0.03267225708086397,0.29109061646818235
CAOH,131,k4,0.02309885560785412,0.08046577602189242
CAOH,131,k5,-7.370961380988293e-05,0.0019150359879775614
CAOH,131,KS,0.04103029509343859,0.6186825260337925
CAOH,131,KP,0.0628493459275857,0.6663041459331444
CAOH,131,KN,0.026159493460463274,0.39495157386192337
CAOH,131,kmenos4,0.010051726378498322,0.37808630843168817
CAOH,132,k2,0.030480027475765142,0.2027178385439797
CAOH,132,k3,0.03245928883838517,0.290141682452562
CAOH,132,k4,0.02286563499519439,0.08003084023522011
CAOH,132,k5,-6.934159952151976e-05,0.0018998678500280906
CAOH,132,KS,0.04021977373233434,0.6171775089346653
CAOH,132,KP,0.063565025611293,0.6665368830953663
CAOH,132,KN,0.025905922579817896,0.3889169979730012
CAOH,132,kmenos4,0.009963400848923195,0.37834748704545373
CAOH,133,k2,0.029665414866951224,0.2037828738890598
CAOH,133,k3,0.03224460667785468,0.28913371438828966
CAOH,133,k4,0.022635209496002496,0.07959232385154145
CAOH,133,k5,-6.490718741002938e-05,0.0018848919533876179
CAOH,133,KS,0.03942244045439664,0.6155969728770093
CAOH,133,KP,0.06431272642709283,0.6666860829080882
CAOH,133,KN,0.025651511126368227,0.3829701607442419
CAOH,133,kmenos4,0.00987637260874548,0.3785010895709428
CAOH,134,k2,0.028860947508200396,0.204869996230179
CAOH,134,k3,0.03202834734160516,0.2880697397415631
CAOH,134,k4,0.02240749491516574,0.07915065625120425
CAOH,134,k5,-6.043404791492098e-05,0.0018701513961423492
CAOH,134,KS,0.03863805008508481,0.613944257785189
CAOH,134,KP,0.06509204658050106,0.6667522591754064
CAOH,134,KN,0.025396220214682175,0.37710957504968207
CAOH,134,kmenos4,0.009790595826367692,0.3785486092979969
CAOH,135,k2,0.028067105890068333,0.20597473385116316
CAOH,135,k3,0.031810622145837325,0.2869517095393706
CAOH,135,k4,0.022182241504472792,0.07870670573910504
CAOH,135,k5,-5.596958347700158e-05,0.0018556321886759916
CAOH,135,KS,0.037867087939420147,0.6122214978335913
CAOH,135,KP,0.0659041041492831,0.6667356401122658
CAOH,135,KN,0.025140015681847244,0.37133522100766486
CAOH,135,kmenos4,0.009705952696024539,0.37849109175602996
CAOH,136,k2,0.02728433761702989,0.20709199306790194
CAOH,136,k3,0.03159151941627494,0.2857816132586108
CAOH,136,k4,0.0219596005755453,0.07826059948767693
CAOH,136,k5,-5.135917679772571e-05,0.0018414134888130424
CAOH,136,KS,0.03710921243703096,0.6104319111319901
CAOH,136,KP,0.0667483184580948,0.6666373597218953
CAOH,136,KN,0.0248830233574604,0.3656480601943855
CAOH,136,kmenos4,0.009622588339227493,0.37833036717261787
CAOH,137,k2,0.026512930909869382,0.2082188053435746
CAOH,137,k3,0.031371176214901646,0.284561665882827
CAOH,137,k4,0.021739541988824326,0.07781268491941283
CAOH,137,k5,-4.686688444830687e-05,0.0018274471662645781
CAOH,137,KS,0.036364452428205865,0.6085767327957053
CAOH,137,KP,0.067625419373271,0.6664577881955832
CAOH,137,KN,0.024625518683932878,0.36004949380869267
CAOH,137,kmenos4,0.009540457156601791,0.3780674757788911
CAOH,138,k2,0.025753197194557598,0.20935010343973015
CAOH,138,k3,0.031149752514293676,0.2832942139278278
CAOH,138,k4,0.021522118266023137,0.07736356072338564
CAOH,138,k5,-4.2325062159264314e-05,0.0018137899956648304
CAOH,138,KS,0.0356328757210656,0.6066605106581864
CAOH,138,KP,0.06853519653227362,0.6661962611871012
CAOH,138,KN,0.024367742351682386,0.354536917482551
CAOH,138,kmenos4,0.009459657381696575,0.37770346540309535
CAOH,139,k2,0.025005531233355888,0.21048414787996483
CAOH,139,k3,0.030927290600534205,0.28198053436751597
CAOH,139,k4,0.02130715517229644,0.0769133225094467
CAOH,139,k5,-3.7776335232924555e-05,0.0018004435278040243
CAOH,139,KS,0.03491407199790872,0.6046833376260669
CAOH,139,KP,0.06947828592476911,0.6658542760280851
CAOH,139,KN,0.024109537162016498,0.34911095999180475
CAOH,139,kmenos4,0.009380188574015303,0.3772406284189216
CAOH,140,k2,0.02427039633058163,0.21161568170174258
CAOH,140,k3,0.030704158738702397,0.28062229728323435
CAOH,140,k4,0.021094787145071046,0.07646239616339744
CAOH,140,k5,-3.312662322280138e-05,0.001787391059382981
CAOH,140,KS,0.03420829645094266,0.6026491986648267
CAOH,140,KP,0.07045369735282629,0.6654302658157867
CAOH,140,KN,0.023851232089745444,0.3437711481250725
CAOH,140,kmenos4,0.009302113913627378,0.3766789149946834
CAOH,141,k2,0.023547771920652633,0.21274304533729316
CAOH,141,k3,0.03048032896872627,0.2792218298130973
CAOH,141,k4,0.020884815272632955,0.0760107466318196
CAOH,141,k5,-2.8479702798731286e-05,0.0017746553166931734
CAOH,141,KS,0.03351536230094024,0.6005586944436053
CAOH,141,KP,0.07146271466545766,0.6649254159632771
CAOH,141,KN,0.023592862627864874,0.33851592166196426
CAOH,141,kmenos4,0.009225198250448664,0.3760206809311495
CAOH,142,k2,0.022838109434036465,0.21386341996917302
CAOH,142,k3,0.030256010071193152,0.2777807640381277
CAOH,142,k4,0.02067733381073201,0.0755594187846807
CAOH,142,k5,-2.3757678732303687e-05,0.0017622688366832687
CAOH,142,KS,0.03283546003751074,0.5984150796060786
CAOH,142,KP,0.07250407894839052,0.6643399391311982
CAOH,142,KN,0.02333469439237268,0.3333452525069711
CAOH,142,kmenos4,0.009149559745574893,0.3752674729912832
CAOH,143,k2,0.02214172118093079,0.21497327482796214
CAOH,143,k3,0.030031211913114222,0.27629938411098903
CAOH,143,k4,0.020472466345366487,0.07510834785716307
CAOH,143,k5,-1.8937184442265418e-05,0.0017502411024636986
CAOH,143,KS,0.03216853631641304,0.5962188608416409
CAOH,143,KP,0.07357852478340302,0.6636712565249664
CAOH,143,KN,0.023076705265235215,0.32825842091724317
CAOH,143,kmenos4,0.009075204231631903,0.37441901720000387
CAOH,144,k2,0.021458582319718717,0.21607186698387038
CAOH,144,k3,0.029806007489644435,0.2747801899963876
CAOH,144,k4,0.020269814473372363,0.07465735009125303
CAOH,144,k5,-1.4251836867766862e-05,0.0017385470551635872
CAOH,144,KS,0.031514072750603986,0.593972441684462
CAOH,144,KP,0.07468589515684002,0.6629208075327728
CAOH,144,KN,0.022818970337378147,0.32325454532653813
CAOH,144,kmenos4,0.009002103201265564,0.37347818707161684
CAOH,145,k2,0.02078881110671364,0.21715565929252392
CAOH,145,k3,0.029580778693972538,0.2732231028845649
CAOH,145,k4,0.020069376680685598,0.07420737040630836
CAOH,145,k5,-9.468260718747542e-06,0.001727225892511253
CAOH,145,KS,0.03087237988662736,0.5916776321448319
CAOH,145,KP,0.07582599667529714,0.662086812329055
CAOH,145,KN,0.022561641963668545,0.3183322012604663
CAOH,145,kmenos4,0.008930398097785985,0.3724445479469421
CAOH,146,k2,0.020132620671704276,0.21822355421548792
CAOH,146,k3,0.029355398581615903,0.2716303425341806
CAOH,146,k4,0.019871176031136185,0.07375791078362062
CAOH,146,k5,-4.736478238262896e-06,0.0017162449420710369
CAOH,146,KS,0.030242979401071346,0.5893354690806615
CAOH,146,KP,0.0769985989564252,0.6611679650497198
CAOH,146,KN,0.02230482479187806,0.3134900583729749
CAOH,146,kmenos4,0.008859876052922462,0.3713205891387507
CAOH,147,k2,0.019490193478040086,0.21927339223906314
CAOH,147,k3,0.029129970898494353,0.2700027903038114
CAOH,147,k4,0.01967527509546876,0.07330969166655261
CAOH,147,k5,5.2184752514218873e-08,0.0017056630715337577
CAOH,147,KS,0.02962578188584565,0.5869477728305981
CAOH,147,KP,0.07820347562297912,0.6601646340054039
CAOH,147,KN,0.022048761966388563,0.3087281634249985
CAOH,147,kmenos4,0.008790596741385272,0.370107302560668
CAOH,148,k2,0.01886131679267143,0.22030388965432943
CAOH,148,k3,0.028904556730008787,0.2683415381270711
CAOH,148,k4,0.019481558805673434,0.07286232058011108
CAOH,148,k5,4.751445540297776e-06,0.0016954590807725177
CAOH,148,KS,0.029020608591164936,0.584515896798021
CAOH,148,KP,0.07943999469062497,0.6590757826452543
CAOH,148,KN,0.021793473504638228,0.304045174778111
CAOH,148,kmenos4,0.008722404940879447,0.36880588738555486
CAOH,149,k2,0.018245834412479955,0.22131244928047314
CAOH,149,k3,0.02867922255854899,0.26664603452428387
CAOH,149,k4,0.019289794056190794,0.0724161042024326
CAOH,149,k5,9.47367514094312e-06,0.0016856241905760718
CAOH,149,KS,0.0284270642258896,0.5820407522754995
CAOH,149,KP,0.0807086608114754,0.6578998713614609
CAOH,149,KN,0.021538806576233794,0.29943808929045024
CAOH,149,kmenos4,0.008655324180356022,0.36741716306731415
